filename,id,date,host,short_title,title,date_short
doc_441792.txt,1,2017-07-05,www.express.co.uk,canada european unio,canada european union trade deal ceta justin trudeau ireland visit leo varadkar,2017-07
doc_230111.txt,2,2017-08-01,www.theguardian.com,corbyn betraying you,corbyn betraying young people brexit colossal nonsense middle aged remainers,2017-08
doc_543998.txt,3,2017-04-14,www.express.co.uk,Ukip news Douglas Ca,Ukip news Douglas Carswell fury party disband go home Brexit,2017-04
doc_648868.txt,4,2017-03-07,www.express.co.uk,Ambulance Downing St,Ambulance Downing Street Theresa May Prime Minister,2017-03
doc_527334.txt,5,2017-03-09,www.express.co.uk.,Lord Heseltine outra,Lord Heseltine outrage promise continue Brexit news war House of Lords Theresa May,2017-03
doc_195959.txt,6,2017-03-06,uk.weather.yahoo.com,india trolling pakis,india trolling pakistan giant flag 130609470.html,2017-03
doc_52148.txt,7,2017-04-06,www.washingtonpost.com,,,2017-04
doc_330980.txt,8,2017-04-23,sluggerotoole.com,,,2017-04
doc_312094.txt,9,2017-03-15,www.msn.com:443,ar AAonfO1,ar AAonfO1,2017-03
doc_614006.txt,10,2017-06-11,eaglerising.com,,,2017-06
doc_153729.txt,11,2017-03-11,nationalinterest.org,marine le pens perfe,marine le pens perfect storm 19741,2017-03
doc_297822.txt,12,2017-02-25,www.msn.com:80,ar AAnjUKp,ar AAnjUKp,2017-02
doc_519510.txt,13,2017-04-24,garydemar.com,?p=28492,?p=28492,2017-04
doc_462703.txt,14,2017-03-08,uk.weather.yahoo.com,lord heseltine sacke,lord heseltine sacked theresa may 082600083.html,2017-03
doc_177529.txt,15,2017-03-30,www.express.co.uk.,Brexit Nigel Farage ,Brexit Nigel Farage slams Lord Heseltine EU Brussels UK,2017-03
doc_653259.txt,16,2017-03-07,www.express.co.uk,Mervyn King warns Ho,Mervyn King warns House of Lords NOT interfere with Brexit,2017-03
doc_666726.txt,17,2017-03-10,independent.co.uk,brexit immigration i,brexit immigration irene clennell amber rudd callous government a7601596.html,2017-03
doc_180673.txt,18,2017-03-30,uk.weather.yahoo.com,brexit leading mep s,brexit leading mep says eu 073500149.html,2017-03
doc_219838.txt,19,2017-03-29,www.independent.co.uk,nigel farage i will ,nigel farage i will emigrate if brexit is a disaster a7653786.html,2017-03
doc_646629.txt,20,2017-03-07,uk.weather.yahoo.com,uk cars may never me,uk cars may never meet made britain threshold 134405866  finance.html,2017-03
doc_67893.txt,21,2017-03-18,www.theguardian.com,maybot stuck on repe,maybot stuck on repeat as sturgeon lets rip over referendum,2017-03
doc_599371.txt,22,2017-03-04,uk.weather.yahoo.com,scotland emerge stro,scotland emerge stronger brexit says 174223912.html,2017-03
doc_816384.txt,23,2017-02-21,www.express.co.uk,Labour s grubby by e,Labour s grubby by election tactics debase politics ukip paul nuttall leo mckinstry,2017-02
doc_376143.txt,24,2017-05-18,,Under my leadership ,Under my leadership we can build a stronger Britain where everyone has the economic security they needPremium Promo,2017-05
doc_2029.txt,25,2017-06-04,dailymail.co.uk,12 000 year old crat,12 000 year old craters formed methane blow outs found.html,2017-06
doc_301803.txt,26,2017-02-25,thisismoney.co.uk,Jurgen Klopp compare,Jurgen Klopp compares Claudio Ranieri sacking Brexit.html,2017-02
doc_179764.txt,27,2017-03-30,uk.weather.yahoo.com,firm unveils plan fo,firm unveils plan for skyscraper which hangs from an orbiting asteroid 114309663.html,2017-03
doc_134778.txt,28,2017-04-07,sg.style.yahoo.com,donald trump shares ,donald trump shares unfortunate photo op rogue ones darth vader 135935836.html,2017-04
doc_220558.txt,29,2017-03-29,www.express.co.uk,Jeremy Corbyn Theres,Jeremy Corbyn Theresa May Brexit YouGov poll Article 50 Len McCluskey,2017-03
doc_242149.txt,30,2017-08-03,www.irishcentral.com,www.irishcentral.com,www.irishcentral.com,2017-08
doc_463304.txt,31,2017-03-08,www.sfgate.com,Buyer of GM s Europe,Buyer of GM s European companies says he might 10984584.php,2017-03
doc_812915.txt,32,2017-02-21,tomwoods.com,,,2017-02
doc_216739.txt,33,2017-03-29,www.express.co.uk,brexit mean meaning ,brexit mean meaning article 50 theresa may economy pound immigration,2017-03
doc_519829.txt,34,2017-04-24,www.express.co.uk.,Theresa May General ,Theresa May General Election 2017 Gibraltar Denis MacShane Spain Fabian Picardo,2017-04
doc_707901.txt,35,2017-03-13,uk.weather.yahoo.com,brexit heads 35 oxfo,brexit heads 35 oxford colleges 075500757.html,2017-03
doc_748827.txt,36,2017-04-05,www.express.co.uk.,eu brussels may have,eu brussels may have to pay uk 14billion new brexit plans considered government cabinet,2017-04
doc_405900.txt,37,2017-04-17,www.express.co.uk,brexit news claims p,brexit news claims prime minister theresa may quit politics european union,2017-04
doc_103923.txt,38,2017-02-23,uk.weather.yahoo.com,british bill rights ,british bill rights plan shelved 161500560.html,2017-02
doc_517920.txt,39,2017-04-24,www.express.co.uk,French election EU e,French election EU elite breaks protocol backs Macron Le Pen,2017-04
doc_691201.txt,40,2017-03-02,www.independent.co.uk,brexit latest eu cit,brexit latest eu citizens rights theresa may amber rudd house of lords a7604566.html,2017-03
doc_734577.txt,41,2017-05-05,, which then prompted, which then prompted Donald Tusk to tell her to calm down and control her emotions.The war of words escalated this morning,2017-05
doc_493923.txt,42,2017-05-16,,Brexit won't save Br,Brexit won't save Britain from the EU's looming crisis – so why doesn't Theresa May have a plan in place? | The Independent,2017-05
doc_527303.txt,43,2017-03-09,www.express.co.uk,LBC Clive Bull Tory ,LBC Clive Bull Tory MP refuses admit party broke election promise,2017-03
doc_24563.txt,44,2017-02-28,independent.co.uk,foreign student numb,foreign student numbers plummeting in wake of brexit a7596186.html,2017-02
doc_182998.txt,45,2017-05-12,,Brexit is already st,"Brexit is already starting to make families poorer, Bank of England warns | The Independent",2017-05
doc_553976.txt,46,2017-04-21,sg.style.yahoo.com,snap general electio,snap general election summer holiday 142650885.html,2017-04
doc_347733.txt,47,2017-05-09,,New York Times offer,New York Times offers tourists 'Brexit means Brexit' trip | This is Money,2017-05
doc_276254.txt,48,2017-04-02,www.washingtonpost.com,b5e93248 1984 48a8 9,b5e93248 1984 48a8 95fe 0ce585f56017_story.html,2017-04
doc_664600.txt,49,2017-03-10,uk.weather.yahoo.com,bt resolves two regu,bt resolves two regulatory battle openreach deal 071420971  finance.html,2017-03
doc_632633.txt,50,2017-07-03,cyprus-mail.com,?p=132297,?p=132297,2017-07
doc_292024.txt,51,2017-02-25,www.express.co.uk,European Union Merke,European Union Merkel Tajani unity trade CETA divisions,2017-02
doc_291201.txt,52,2017-07-28,www.independent.co.uk,ireland demand sea b,ireland demand sea border with uk brexit leo varadkar a7863986.html,2017-07
doc_626984.txt,53,2017-05-17,,Under my leadership ,Under my leadership we can build a stronger Britain where everyone has the economic security they needPremium Promo,2017-05
doc_270237.txt,54,2017-04-02,www.express.co.uk,Article 218 what is ,Article 218 what is new Article 50 process for Brexit deal relationship with EU,2017-04
doc_70524.txt,55,2017-03-18,www.thisismoney.co.uk,Kate Wills begin two,Kate Wills begin two day Brexit charm offensive.html,2017-03
doc_820234.txt,56,2017-02-21,uk.weather.yahoo.com,far wilders attacks ,far wilders attacks moroccan scum 224400034.html,2017-02
doc_288355.txt,57,2017-07-13,www.dailymail.co.uk,Tory MPs WALKOUT Kin,Tory MPs WALKOUT King Spain Gibraltar.html,2017-07
doc_29046.txt,58,2017-02-28,independent.co.uk,john major speech br,john major speech brexit eu only one who made a success of it a7602736.html,2017-02
doc_81349.txt,59,2017-03-21,www.independent.co.uk,sturgeon has the bet,sturgeon has the better of the argument over the scottish referendum a7636161.html,2017-03
doc_391676.txt,60,2017-04-11,www.express.co.uk.,Tim Farron sly dig B,Tim Farron sly dig Brexit during Syria Boris Johnson interview,2017-04
doc_591535.txt,61,2017-02-24,uk.weather.yahoo.com,jeremy corbyn doesnt,jeremy corbyn doesnt term act 000100658.html,2017-02
doc_780498.txt,62,2017-04-04,www.express.co.uk,Brexit threatens zoo,Brexit threatens zoo breeding programmes European Union,2017-04
doc_122810.txt,63,2017-05-30,www.express.co.uk.,Labour gaffe Emily T,Labour gaffe Emily Thornberry Australian food,2017-05
doc_327666.txt,64,2017-07-06,www.thisismoney.co.uk,Boris Johnson joins ,Boris Johnson joins calls scrap public sector pay cap.html,2017-07
doc_650255.txt,65,2017-03-07,www.express.co.uk.,Budget 2017 Phillip ,Budget 2017 Phillip Hammond hail booming Brexit economy Britain,2017-03
doc_51923.txt,66,2017-04-06,uk.weather.yahoo.com,uk could allow eu fr,uk could allow eu freedom movement brexit boris 174734752  finance.html,2017-04
doc_11465.txt,67,2017-06-29,www.express.co.uk.,BBC s Andrew Neil ac,BBC s Andrew Neil accuses Labour s Lord Hain of being out to thwart Brexit in fiery row,2017-06
doc_670896.txt,68,2017-03-10,www.express.co.uk,raging tycoon lawren,raging tycoon lawrence tomlinson rubbishes idea brexit take decade bbc documentary,2017-03
doc_210430.txt,69,2017-07-22,www.express.co.uk,Jacob Rees Mogg Brex,Jacob Rees Mogg Brexit food wine clothes shoes lower 20 per cent,2017-07
doc_62096.txt,70,2017-03-18,www.express.co.uk.,theresa may conserva,theresa may conservative party snap election tory chairman,2017-03
doc_126660.txt,71,2017-04-12,www.express.co.uk.,brexit russian hacke,brexit russian hackers attack government website eu referendum,2017-04
doc_154399.txt,72,2017-03-11,www.theguardian.com,uk economy breaks wr,uk economy breaks wrong records ifs budget 2017,2017-03
doc_512850.txt,73,2017-07-11,www.express.co.uk,Brexit news Ukip Dav,Brexit news Ukip David Kurten demand Sadiq Khan remove European Union flag City Hall,2017-07
doc_218579.txt,74,2017-03-29,www.express.co.uk.,Scotland votes secon,Scotland votes second independence referendum,2017-03
doc_693135.txt,75,2017-03-02,msn.com,ar AAnEDRU,ar AAnEDRU,2017-03
doc_688827.txt,76,2017-03-02,uk.weather.yahoo.com,goldman sachs asset ,goldman sachs asset management europe 130024368.html,2017-03
doc_579721.txt,77,2017-03-17,www.express.co.uk,lord heseltine salut,lord heseltine salutes george osborne london evening standard bbc any questions,2017-03
doc_175236.txt,78,2017-03-30,uk.weather.yahoo.com,fingers ears governm,fingers ears government destroying schools 122730695.html,2017-03
doc_466056.txt,79,2017-03-08,le-grove.co.uk,,,2017-03
doc_502873.txt,80,2017-03-23,www.express.co.uk,Latest Brexit news f,Latest Brexit news food prices groceries,2017-03
doc_502293.txt,81,2017-03-23,www.dispatch.com,column economy picks,column economy picks up in anticipation of trumps policies,2017-03
doc_262767.txt,82,2017-02-27,www.express.co.uk.,Britain not sudden d,Britain not sudden drop immigration post Brexit Amber Rudd,2017-02
doc_684889.txt,83,2017-03-28,www.express.co.uk.,brexit article 50 to,brexit article 50 tourism staycation,2017-03
doc_323683.txt,84,2017-03-15,thisismoney.co.uk,Prince William captu,Prince William captured camera showing moves.html,2017-03
doc_641541.txt,85,2017-03-07,www.msn.com:443,ar AAnUg0s,ar AAnUg0s,2017-03
doc_788435.txt,86,2017-02-20,www.geofflawtononline.com,,,2017-02
doc_160970.txt,87,2017-07-04,www.express.co.uk,Brexit Jeremy Corbyn,Brexit Jeremy Corbyn Andrew Marr Jon Ashworth BBC Theresa May EU Europe Brussels,2017-07
doc_785357.txt,88,2017-02-20,uk.weather.yahoo.com,pro eu politicians m,pro eu politicians must show 111602161.html,2017-02
doc_288114.txt,89,2017-07-13,www.dailymail.co.uk,British taxpayers pa,British taxpayers pay 2MILLION new EU Paris office.html,2017-07
doc_602755.txt,90,2017-03-04,www.biznews.com,,,2017-03
doc_156257.txt,91,2017-03-11,www.msn.com:80,ar AAo93e8,ar AAo93e8,2017-03
doc_708679.txt,92,2017-03-13,uk.weather.yahoo.com,guardian view dutch ,guardian view dutch elections another 195915317.html,2017-03
doc_68894.txt,93,2017-03-18,www.express.co.uk,SNP EU Scotland Litt,SNP EU Scotland Little Britain claim Tasmina Ahmed Sheikh,2017-03
doc_524037.txt,94,2017-04-24,theslot.jezebel.com,le pen and macron to,le pen and macron to face off in final round of french 1794578143,2017-04
doc_741068.txt,95,2017-04-05,www.express.co.uk,brexit frank walter ,brexit frank walter steinmeier european union parliament populism germany,2017-04
doc_251559.txt,96,2017-02-27,uk.weather.yahoo.com,unforgivable gut wre,unforgivable gut wrenchingly sad lineker 204345834.html,2017-02
doc_513917.txt,97,2017-04-24,uk.weather.yahoo.com,emmanuel macron deli,emmanuel macron deliver wants stem 145024858.html,2017-04
doc_627758.txt,98,2017-05-17,,Brexit news   Donald,Brexit news   Donald Tusk says EU must 'be fair' to Britain during divorce talks | Politics | News | Express.co.uk,2017-05
doc_564746.txt,99,2017-04-21,www.express.co.uk.,General election 201,General election 2017 candidates Nigel Farage Brexit Ukip,2017-04
doc_485247.txt,100,2017-06-28,www.independent.co.uk,nicola sturgeon snp ,nicola sturgeon snp second scottish independence referendum pledge backtracks a7810551.html,2017-06
doc_599691.txt,101,2017-03-04,news.bitcoin.com,,,2017-03
doc_67282.txt,102,2017-03-18,uk.weather.yahoo.com,brexit more importan,brexit more important voters keeping 105300153.html,2017-03
doc_149853.txt,103,2017-03-11,driving.ca,motor mouth gms sale,motor mouth gms sale of opel has global implications,2017-03
doc_149374.txt,104,2017-03-11,msn.com,ar AAo4jGg,ar AAo4jGg,2017-03
doc_708176.txt,105,2017-03-13,uk.weather.yahoo.com,xenophobic rhetoric ,xenophobic rhetoric created conditions abusing 000509719.html,2017-03
doc_753628.txt,106,2017-03-05,uk.weather.yahoo.com,stop corporation tax,stop corporation tax cuts save 225543840.html,2017-03
doc_289133.txt,107,2017-07-13,www.theguardian.com,now showing ritzy lo,now showing ritzy low pay exploitation picturehouse chain poverty wages cinema staff,2017-07
doc_712544.txt,108,2017-06-15,independent.co.uk,brexit latest news b,brexit latest news brain drain theresa may highly skilled eu workers engineers scientists technology a7753736.html,2017-06
doc_503285.txt,109,2017-03-23,www.newsmax.com,,,2017-03
doc_189930.txt,110,2017-05-29,www.msn.com:80,ar BBBCUiI,ar BBBCUiI,2017-05
doc_161739.txt,111,2017-07-04,msn.com,ar BBDGPuQ,ar BBDGPuQ,2017-07
doc_287698.txt,112,2017-07-13,www.express.co.uk,great repeal bill ni,great repeal bill nicola sturgeon brexit scotland wales carwyn jones,2017-07
doc_297070.txt,113,2017-02-25,www.washingtonpost.com,03f6b8da f9ea 11e6 b,03f6b8da f9ea 11e6 bf01 d47f8cf9b643_story.html,2017-02
doc_179784.txt,114,2017-03-30,www.express.co.uk,guy verhofstadt ther,guy verhofstadt theresa may brexit article 50 terror trade blackmail,2017-03
doc_39475.txt,115,2017-03-31,www.express.co.uk,Brexit news MEPs EU ,Brexit news MEPs EU member states revoking Article 50 Britain UK,2017-03
doc_630300.txt,116,2017-07-03,www.irishtimes.com,more europe will bre,more europe will brexit clear a path to ever greater eu integration 1.3141115,2017-07
doc_254019.txt,117,2017-02-27,www.express.co.uk,brexit protest eu ra,brexit protest eu rally 3 million bargaining chip,2017-02
doc_175229.txt,118,2017-03-30,uk.weather.yahoo.com,lily allen angers le,lily allen angers leave supporters 141948294.html,2017-03
doc_117572.txt,119,2017-05-30,www.express.co.uk,Sweden Democrats ous,Sweden Democrats oust PM establishment election negotiations,2017-05
doc_800497.txt,120,2017-02-20,www.express.co.uk,India scrap UK forei,India scrap UK foreign aid win win Brexit trade deal EU YK Sinha,2017-02
doc_433552.txt,121,2017-04-10,a.msn.com,BBzAmvs,BBzAmvs,2017-04
doc_600504.txt,122,2017-03-04,www.theclassicalarts.com,girl meets boy autho,girl meets boy author ali smith publishes first seasons inspired series autumn highlights life thoughts while in coma.htm,2017-03
doc_811500.txt,123,2017-02-21,milo.yiannopoulos.net,,,2017-02
doc_595782.txt,124,2017-02-24,metro.co.uk,,,2017-02
doc_81971.txt,125,2017-03-21,www.mediaite.com,,,2017-03
doc_826474.txt,126,2017-05-13,,Nicola Sturgeon told,Nicola Sturgeon told to focus on Scotland economy and not independence | UK | News | Express.co.uk,2017-05
doc_184846.txt,127,2017-05-12,,Is this why MEPs are,Is this why MEPs are trying to rip Euro medicines agency from London? | World | News | Express.co.uk,2017-05
doc_291327.txt,128,2017-07-28,www.washingtonpost.com,aad19d68 7308 11e7 8,aad19d68 7308 11e7 8f39 eeb7d3a2d304_story.html,2017-07
doc_563422.txt,129,2017-04-21,uk.weather.yahoo.com,russia engaged full ,russia engaged full scale shadow 011200694.html,2017-04
doc_80094.txt,130,2017-03-21,www.express.co.uk,Brexit news Poland B,Brexit news Poland Britain UK NHS recruitment doctors,2017-03
doc_399474.txt,131,2017-06-06,www.nationalheraldindia.com,world order in a tai,world order in a tailspin but india without a game plan usa china japan,2017-06
doc_431488.txt,132,2017-04-10,www.express.co.uk,Brexit Marion Le Pen,Brexit Marion Le Pen hails UK European Union divorce Marine Le Pen French election,2017-04
doc_109383.txt,133,2017-06-01,dailymail.co.uk,Gary Lineker insists,Gary Lineker insists Twitter criticism does not bother him.html,2017-06
doc_371272.txt,134,2017-06-13,www.irishtimes.com,matthew d ancona the,matthew d ancona the free presbyterian church of ulster will be running the uk 1.3116593,2017-06
doc_288694.txt,135,2017-07-13,www.express.co.uk,Brexit Jeremy Corbyn,Brexit Jeremy Corbyn Michel Barnier Brussels Video Gifts European Union,2017-07
doc_539754.txt,136,2017-08-08,www.huffingtonpost.co.uk,brexit would not hav,brexit would not have happened if 3 more britons were in university_uk_59899512e4b0a66b8bae7cc6,2017-08
doc_460989.txt,137,2017-03-08,rinf.com,,,2017-03
doc_133671.txt,138,2017-04-07,www.bloomberg.com,why modi is a differ,why modi is a different nationalist than putin or trump,2017-04
doc_632935.txt,139,2017-07-03,www.irishtimes.com,state must act on in,state must act on inequality by providing social housing 1.3140906,2017-07
doc_606971.txt,140,2017-03-04,dwpexamination.wordpress.com,,,2017-03
doc_147707.txt,141,2017-03-11,www.msn.com,ar AAo2Dsq,ar AAo2Dsq,2017-03
doc_770006.txt,142,2017-06-05,pjmedia.com,,,2017-06
doc_595086.txt,143,2017-02-24,www.express.co.uk.,Shami Chakrabarti Je,Shami Chakrabarti Jeremy Corbyn Labour Stoke Copeland by election Brexit,2017-02
doc_705461.txt,144,2017-07-19,www.dailymail.co.uk,Brexit bias row BBC ,Brexit bias row BBC warns inflation rise falls.html,2017-07
doc_680242.txt,145,2017-05-14,,Dyson prepares to re,Dyson prepares to restart legal battle with Bosch after EU court win,2017-05
doc_577324.txt,146,2017-03-17,uk.weather.yahoo.com,dont blame immigrant,dont blame immigrants britains economic 221803554.html,2017-03
doc_348655.txt,147,2017-03-16,uk.weather.yahoo.com,tusk no deal hurt uk,tusk no deal hurt uk 091800033.html,2017-03
doc_693415.txt,148,2017-03-02,independent.co.uk,brexit tony blair en,brexit tony blair environment trump rally a7587691.html,2017-03
doc_517394.txt,149,2017-04-24,finance.yahoo.com,uk opposition partie,uk opposition parties step campaign 155017619.html,2017-04
doc_840987.txt,150,2017-06-03,www.breitbart.com,,,2017-06
doc_823743.txt,151,2017-05-06,,Brexit: Michel Barni,"Brexit: Michel Barnier claims 'no proof of UK residency, no problem' Iain Duncan Smith  | UK | News | Express.co.uk",2017-05
doc_611092.txt,152,2017-03-04,www.conservativewoman.co.uk,,,2017-03
doc_299393.txt,153,2017-02-25,www.irishtimes.com,cliff taylor the iss,cliff taylor the issue of britain s 60bn alimony payment 1.2987989,2017-02
doc_106353.txt,154,2017-02-23,www.dutchnews.nl,,,2017-02
doc_722240.txt,155,2017-03-22,independent.co.uk,nicola sturgeon atta,nicola sturgeon attacked independence referendum snp brexit ruth davidson kezia dugdale a7642636.html,2017-03
doc_274601.txt,156,2017-04-02,www.express.co.uk,European Union EU Co,European Union EU Council boss Donald Tusk Brussels sovereignty,2017-04
doc_303711.txt,157,2017-02-25,www.express.co.uk.,Emily Thornberry sla,Emily Thornberry slammed Newsnight host Jeremy Corbyn Copeland by election,2017-02
doc_387862.txt,158,2017-04-11,metro.co.uk,,,2017-04
doc_130536.txt,159,2017-04-07,www.express.co.uk,Gibraltar Foreign Of,Gibraltar Foreign Office UK MP,2017-04
doc_758494.txt,160,2017-03-05,www.independent.co.uk,sinn fein dup arlene,sinn fein dup arlene foster northern ireland elections belfast a7610291.html,2017-03
doc_406864.txt,161,2017-04-17,www.express.co.uk.,scottish independenc,scottish independence referendum sturgeon spain theresa may,2017-04
doc_262270.txt,162,2017-02-27,www.express.co.uk,Brexit Article 50 EU,Brexit Article 50 EU negotiation Theresa May House of Lords,2017-02
doc_180087.txt,163,2017-03-30,uk.weather.yahoo.com,dog owner fatally ma,dog owner fatally mauled by staffordshire bull terrier while he was being interviewed for bbc documentary 074925727.html,2017-03
doc_788618.txt,164,2017-02-20,www.express.co.uk.,Tony Blair speech Br,Tony Blair speech Brexit any cost second EU referendum Remain rise up Theresa May,2017-02
doc_804093.txt,165,2017-07-30,www.standard.co.uk,brexit causing crisi,brexit causing crisis in hiring bar and restaurant workers in london says top hospitality boss a3599011.html,2017-07
doc_338959.txt,166,2017-04-15,www.express.co.uk,brexit britain irela,brexit britain ireland enda kenny official leaving eu mistake self harm theresa may,2017-04
doc_641909.txt,167,2017-03-07,uk.weather.yahoo.com,uk needs financial r,uk needs financial reserves tank brexit hammond 103156218  business.html,2017-03
doc_782812.txt,168,2017-04-04,www.express.co.uk.,Jeremy Corbyn ITV in,Jeremy Corbyn ITV interview slams journalist Labour Party leadership question,2017-04
doc_99730.txt,169,2017-02-23,metro.co.uk,,,2017-02
doc_436896.txt,170,2017-05-15,,Brexit news: Jeremy ,Brexit news: Jeremy Corbyn   'Free movement of people will end after Brexit'  | Politics | News | Express.co.uk,2017-05
doc_686647.txt,171,2017-08-02,www.irishtimes.com,kathy sheridan kevin,kathy sheridan kevin myers s fall is a long time coming 1.3173648,2017-08
doc_763881.txt,172,2017-03-05,finance.yahoo.com,trump hotel may poli,trump hotel may political capital nations capital 082354494.html,2017-03
doc_91551.txt,173,2017-02-23,uk.weather.yahoo.com,rising protectionism,rising protectionism brexit fears spark 080437622.html,2017-02
doc_309950.txt,174,2017-03-15,thisismoney.co.uk,Does Donald Trump s ,Does Donald Trump s election live simulation.html,2017-03
doc_159490.txt,175,2017-07-04,www.irishtimes.com,the power of the per,the power of the personal what ireland can teach politicians 1.3140777,2017-07
doc_239800.txt,176,2017-06-16,www.breitbart.com,,,2017-06
doc_195619.txt,177,2017-03-06,www.express.co.uk,Pound forecast 1 3 a,Pound forecast 1 3 against dollar 2017 investors safe havens,2017-03
doc_700912.txt,178,2017-03-02,www.independent.co.uk,jeremy corbyn leader,jeremy corbyn leadership labour party supporter momentum unravelled clive lewis face reality a7603386.html,2017-03
doc_702125.txt,179,2017-03-02,www.independent.co.uk,jeremy corbyn labour,jeremy corbyn labour owen jones soft coup peter mandelson brexit a7608246.html,2017-03
doc_817218.txt,180,2017-02-21,uk.weather.yahoo.com,lord mandelson worki,lord mandelson working every single 105000607.html,2017-02
doc_88654.txt,181,2017-05-01,,Theresa May tells of,Theresa May tells off Juncker as she REJECTS Brussels' demands | UK | News | Express.co.uk,2017-05
doc_235338.txt,182,2017-06-02,www.express.co.uk.,SNP Angus Robertson ,SNP Angus Robertson claims Scotland Brexit supporter single market access moray,2017-06
doc_317389.txt,183,2017-03-15,www.theguardian.com,theresa may unlikely,theresa may unlikely to trigger article 50 before end of march,2017-03
doc_748220.txt,184,2017-04-05,msn.com,ar BBzlxSL,ar BBzlxSL,2017-04
doc_747968.txt,185,2017-04-05,www.express.co.uk,Nicola Sturgeon inde,Nicola Sturgeon independence crusade damaging Scotland economy,2017-04
doc_117020.txt,186,2017-05-30,a.msn.com,BBBDNsU,BBBDNsU,2017-05
doc_352767.txt,187,2017-03-16,europe.newsweek.com,theresa may united k,theresa may united kingdom uk brexit immigration 567402,2017-03
doc_461652.txt,188,2017-03-08,independent.co.uk,passports eu us visa,passports eu us visas esta etias ees fingerprints passports european parliament a7614881.html,2017-03
doc_74298.txt,189,2017-03-21,theduran.com,,,2017-03
doc_275786.txt,190,2017-04-02,uk.weather.yahoo.com,hard facts not tablo,hard facts not tabloid bile 060046346.html,2017-04
doc_665794.txt,191,2017-03-10,clashdaily.com,,,2017-03
doc_523936.txt,192,2017-04-24,www.theatlantic.com,,,2017-04
doc_295619.txt,193,2017-02-25,upsctree.com,,,2017-02
doc_126257.txt,194,2017-04-12,www.express.co.uk.,foreign hackers eu r,foreign hackers eu referendum registration site brought down,2017-04
doc_246942.txt,195,2017-04-18,www.irishtimes.com,the mandate theresa ,the mandate theresa may seeks will have huge impact on us 1.3052691,2017-04
doc_667544.txt,196,2017-03-10,www.express.co.uk,Brexit news Irish le,Brexit news Irish leader Enda Kenny outline demands EU Jean Claude Juncker,2017-03
doc_212178.txt,197,2017-03-29,business-reporter.co.uk,,,2017-03
doc_108409.txt,198,2017-02-23,www.express.co.uk.,Brexit news Irish le,Brexit news Irish leader Enda Kenny outline demands EU Jean Claude Juncker,2017-02
doc_41578.txt,199,2017-03-31,www.express.co.uk,Andrew Neil savages ,Andrew Neil savages extreme Greens deputy leader Amelia Womack over Brexit jibe bbc,2017-03
doc_148366.txt,200,2017-03-11,www.dailymail.co.uk,British holidaymaker,British holidaymakers hit hikes 35 Europe.html,2017-03
doc_273549.txt,201,2017-04-02,independent.co.uk,article 50 triggered,article 50 triggered theresa may brexit brexiteers europe donald tusk what will happen resign a7653711.html,2017-04
doc_236230.txt,202,2017-06-02,www.express.co.uk,Donald Trump Paris d,Donald Trump Paris deal Nigel Farage berates jean claude Juncker barack Obama trashing,2017-06
doc_521900.txt,203,2017-04-24,finance.yahoo.com,london house prices ,london house prices see biggest 061747854.html,2017-04
doc_38223.txt,204,2017-03-31,personalliberty.com,,,2017-03
doc_121637.txt,205,2017-05-30,independent.co.uk,general election pol,general election polls opinion surveys labour gain tory loss very wrong again be careful a7760951.html,2017-05
doc_448162.txt,206,2017-07-23,www.express.co.uk,Brexit news Portugue,Brexit news Portuguese MEP Britons betrayed voting leave EU latest Michel Barnier video UK,2017-07
doc_729974.txt,207,2017-07-27,www.dailymail.co.uk,Chlorine chicken sag,Chlorine chicken saga daft writes STEPHEN GLOVER.html,2017-07
doc_80117.txt,208,2017-03-21,uk.weather.yahoo.com,david cameron jokes ,david cameron jokes dont listen 044024842.html,2017-03
doc_834366.txt,209,2017-07-17,www.independent.co.uk,theresa may lord hes,theresa may lord heseltine brexit talksgovernment no authority minority cabinet a7845321.html,2017-07
doc_655239.txt,210,2017-03-10,uk.weather.yahoo.com,gina miller women be,gina miller women bear cost 164000054.html,2017-03
doc_137819.txt,211,2017-04-07,www.express.co.uk.,EU passport British ,EU passport British citizen French citizenship Spain Brexit marriage ex pat,2017-04
doc_83552.txt,212,2017-05-01,,Brexit news   EU Com,Brexit news   EU Commission unveils detailed negotiating strategy | Politics | News | Express.co.uk,2017-05
doc_655268.txt,213,2017-03-10,uk.weather.yahoo.com,date article 50 trig,date article 50 triggered irrevocable 134432319.html,2017-03
doc_808619.txt,214,2017-02-21,www.cityam.com,uk politicians have ,uk politicians have their say london stock exchange,2017-02
doc_732861.txt,215,2017-05-05,, realignment and sub," realignment and submission to the US. What is going to happen is not 'taking back control' it's servitude.""""",2017-05
doc_345234.txt,216,2017-05-09,,UK can't match stren,UK can't match strength of EU Brexit negotiators says trade boss | UK | News | Express.co.uk,2017-05
doc_752619.txt,217,2017-07-20,www.theguardian.com,tories use take out ,tories use take out the trash day to dump controversial reports,2017-07
doc_668709.txt,218,2017-03-10,independent.co.uk,theresa may sacks mi,theresa may sacks michael heseltine brexit lords debate mistake article 50 eu referendum a7617351.html,2017-03
doc_442052.txt,219,2017-07-05,www.dailymail.co.uk,Jeremy Hunt gaffes e,Jeremy Hunt gaffes exposing notes Downing Street.html,2017-07
